# Filename: 2Dvpt_quench_vsl_T_0.99_0.1_lmax10_dl0.001_tmax100_dt3.5e-07_BC1_new.dat
# Source: 2Dvpt_quench.c
# Source version: 7 (2011 Sep 13 - ...)
# Constant values: PI= 3.141592653589793116, PISQ=9.8696044010893579923, PICU=31.0062766802998162063, B=124.025106721199264825
# Parameter values: iTfrac=0.99, qTfrac=0.1, lmax=10, lsteps=10000, (dl=0.001), lpts=10001, ldatamax=250, t0=1, tmax=100, dt=3.5e-07, (dtfrac=0.7), a0=1, a02=1, a04=1, K0c=0.747853, NDflowTOL=1e-06
# Option values: BC=1, RKv=RK3v1

# time step n_t = 0	t = 0.000000e+00	(dt = 3.500000e-07)
# T/Tc	1-T/Tc	l	K	K/K0	G	dGda
0.99	0.01	7.56	3.78559	0.506195	1.69735e-18	-3.81113e-21
0.99	0.01	7.6	3.78396	0.505977	1.428e-18	-3.08038e-21
0.99	0.01	7.64	3.78235	0.505762	1.20141e-18	-2.48979e-21
0.99	0.01	7.68	3.78077	0.50555	1.01078e-18	-2.01245e-21
0.99	0.01	7.72	3.7792	0.50534	8.50417e-19	-1.62665e-21
0.99	0.01	7.76	3.77766	0.505134	7.15503e-19	-1.31483e-21
0.99	0.01	7.8	3.77614	0.50493	6.01999e-19	-1.0628e-21
0.99	0.01	7.84	3.77463	0.504729	5.06508e-19	-8.59089e-22
0.99	0.01	7.88	3.77315	0.504531	4.26169e-19	-6.94434e-22
0.99	0.01	7.92	3.77169	0.504336	3.58577e-19	-5.61344e-22
0.99	0.01	7.96	3.77025	0.504143	3.01709e-19	-4.53768e-22
0.99	0.01	8	3.76882	0.503952	2.53863e-19	-3.66812e-22
0.99	0.01	8.04	3.76742	0.503764	2.13607e-19	-2.96523e-22
0.99	0.01	8.08	3.76603	0.503579	1.79737e-19	-2.39706e-22
0.99	0.01	8.12	3.76466	0.503396	1.51239e-19	-1.93778e-22
0.99	0.01	8.16	3.76331	0.503216	1.27261e-19	-1.56652e-22
0.99	0.01	8.2	3.76198	0.503038	1.07086e-19	-1.26641e-22
0.99	0.01	8.24	3.76067	0.502862	9.011e-20	-1.0238e-22
0.99	0.01	8.28	3.75937	0.502689	7.58261e-20	-8.27679e-23
0.99	0.01	8.32	3.75809	0.502518	6.38072e-20	-6.69135e-23
0.99	0.01	8.36	3.75683	0.502349	5.36939e-20	-5.40967e-23
0.99	0.01	8.4	3.75558	0.502182	4.5184e-20	-4.37353e-23
0.99	0.01	8.44	3.75435	0.502018	3.80232e-20	-3.53589e-23
0.99	0.01	8.48	3.75314	0.501855	3.19976e-20	-2.85871e-23
0.99	0.01	8.52	3.75194	0.501695	2.69271e-20	-2.31124e-23
0.99	0.01	8.56	3.75076	0.501537	2.26604e-20	-1.86864e-23
0.99	0.01	8.6	3.74959	0.501381	1.90699e-20	-1.51082e-23
0.99	0.01	8.64	3.74844	0.501227	1.60485e-20	-1.22152e-23
0.99	0.01	8.68	3.74731	0.501075	1.35059e-20	-9.87633e-24
0.99	0.01	8.72	3.74618	0.500925	1.13663e-20	-7.98536e-24
0.99	0.01	8.76	3.74508	0.500777	9.56571e-21	-6.45651e-24
0.99	0.01	8.8	3.74398	0.500631	8.05044e-21	-5.22041e-24
0.99	0.01	8.84	3.7429	0.500487	6.77526e-21	-4.22101e-24
0.99	0.01	8.88	3.74184	0.500344	5.70212e-21	-3.41297e-24
0.99	0.01	8.92	3.74079	0.500204	4.79899e-21	-2.75964e-24
0.99	0.01	8.96	3.73975	0.500065	4.03895e-21	-2.23139e-24
0.99	0.01	9	3.73873	0.499928	3.3993e-21	-1.80428e-24
0.99	0.01	9.04	3.73772	0.499793	2.86098e-21	-1.45894e-24
0.99	0.01	9.08	3.73672	0.49966	2.40793e-21	-1.1797e-24
0.99	0.01	9.12	3.73573	0.499528	2.02664e-21	-9.53922e-25
0.99	0.01	9.16	3.73476	0.499398	1.70574e-21	-7.71359e-25
0.99	0.01	9.2	3.7338	0.499269	1.43566e-21	-6.23741e-25
0.99	0.01	9.24	3.73285	0.499143	1.20836e-21	-5.04377e-25
0.99	0.01	9.28	3.73192	0.499018	1.01705e-21	-4.0786e-25
0.99	0.01	9.32	3.73099	0.498894	8.56038e-22	-3.29814e-25
0.99	0.01	9.36	3.73008	0.498772	7.20521e-22	-2.66705e-25
0.99	0.01	9.4	3.72918	0.498652	6.06462e-22	-2.15674e-25
0.99	0.01	9.44	3.72829	0.498533	5.10463e-22	-1.74408e-25
0.99	0.01	9.48	3.72742	0.498416	4.29663e-22	-1.41039e-25
0.99	0.01	9.52	3.72655	0.4983	3.61655e-22	-1.14056e-25
0.99	0.01	9.56	3.72569	0.498185	3.04414e-22	-9.22352e-26
0.99	0.01	9.6	3.72485	0.498072	2.56234e-22	-7.45899e-26
0.99	0.01	9.64	3.72402	0.497961	2.15682e-22	-6.03207e-26
0.99	0.01	9.68	3.72319	0.497851	1.81548e-22	-4.87816e-26
0.99	0.01	9.72	3.72238	0.497742	1.52818e-22	-3.94502e-26
0.99	0.01	9.76	3.72158	0.497635	1.28635e-22	-3.1904e-26
0.99	0.01	9.8	3.72078	0.497529	1.0828e-22	-2.58015e-26
0.99	0.01	9.84	3.72	0.497424	9.11462e-23	-2.08664e-26
0.99	0.01	9.88	3.71923	0.497321	7.67243e-23	-1.68753e-26
0.99	0.01	9.92	3.71847	0.497219	6.45847e-23	-1.36478e-26
0.99	0.01	9.96	3.71771	0.497118	5.43662e-23	-1.10376e-26
0.99	0.01	10	3.71697	0.497019	4.48888e-23	0

# time step n_t = 2858	t = 1.000300e-03	(dt = 3.500000e-07)
# T/Tc	1-T/Tc	l	K	K/K0	G	dGda
0.99	0.01	0	7.47853	1	0.000464249	-0.00180099
0.99	0.01	0.04	7.35183	0.983059	0.00039432	-0.0015906
0.99	0.01	0.08	7.23025	0.966801	0.00033264	-0.00131295
0.99	0.01	0.12	7.11391	0.951244	0.000280031	-0.00107112
0.99	0.01	0.16	7.00267	0.93637	0.000235431	-0.00087125
0.99	0.01	0.2	6.89634	0.922151	0.00019771	-0.00070723
0.99	0.01	0.24	6.79471	0.908562	0.000165868	-0.000573066
0.99	0.01	0.28	6.69758	0.895575	0.000139034	-0.000463628
0.99	0.01	0.32	6.60475	0.883161	0.000116454	-0.000374576
0.99	0.01	0.36	6.516	0.871295	9.74771e-05	-0.000302266
0.99	0.01	0.4	6.43114	0.859948	8.15468e-05	-0.00024366
0.99	0.01	0.44	6.34998	0.849094	6.8187e-05	-0.00019624
0.99	0.01	0.48	6.27232	0.83871	5.69924e-05	-0.000157923
0.99	0.01	0.52	6.19798	0.82877	4.76191e-05	-0.000127002
0.99	0.01	0.56	6.12679	0.819251	3.97756e-05	-0.000102075
0.99	0.01	0.6	6.05859	0.810132	3.3216e-05	-8.19989e-05
0.99	0.01	0.64	5.99322	0.80139	2.77325e-05	-6.58434e-05
0.99	0.01	0.68	5.93053	0.793008	2.31506e-05	-5.28516e-05
0.99	0.01	0.72	5.87038	0.784965	1.93231e-05	-4.24103e-05
0.99	0.01	0.76	5.81264	0.777243	1.61269e-05	-3.40232e-05
0.99	0.01	0.8	5.75718	0.769827	1.34584e-05	-2.72889e-05
0.99	0.01	0.84	5.70388	0.762701	1.12309e-05	-2.18839e-05
0.99	0.01	0.88	5.65264	0.755849	9.37187e-06	-1.75471e-05
0.99	0.01	0.92	5.60334	0.749257	7.82047e-06	-1.40683e-05
0.99	0.01	0.96	5.55589	0.742912	6.52592e-06	-1.12783e-05
0.99	0.01	1	5.5102	0.736803	5.44578e-06	-9.04116e-06
0.99	0.01	1.04	5.46618	0.730916	4.54457e-06	-7.24756e-06
0.99	0.01	1.08	5.42374	0.725242	3.79267e-06	-5.80971e-06
0.99	0.01	1.12	5.38281	0.719769	3.16534e-06	-4.65714e-06
0.99	0.01	1.16	5.34332	0.714488	2.64194e-06	-3.73329e-06
0.99	0.01	1.2	5.3052	0.709391	2.20523e-06	-2.99281e-06
0.99	0.01	1.24	5.26838	0.704467	1.84085e-06	-2.39931e-06
0.99	0.01	1.28	5.2328	0.69971	1.5368e-06	-1.9236e-06
0.99	0.01	1.32	5.1984	0.695111	1.28308e-06	-1.54231e-06
0.99	0.01	1.36	5.16514	0.690663	1.07134e-06	-1.23668e-06
0.99	0.01	1.4	5.13295	0.686359	8.94628e-07	-9.91691e-07
0.99	0.01	1.44	5.1018	0.682193	7.47132e-07	-7.95298e-07
0.99	0.01	1.48	5.07163	0.678159	6.24014e-07	-6.37854e-07
0.99	0.01	1.52	5.0424	0.674251	5.21235e-07	-5.11624e-07
0.99	0.01	1.56	5.01408	0.670463	4.35428e-07	-4.10412e-07
0.99	0.01	1.6	4.98662	0.666791	3.63783e-07	-3.29254e-07
0.99	0.01	1.64	4.95998	0.663229	3.03957e-07	-2.64171e-07
0.99	0.01	1.68	4.93414	0.659774	2.53996e-07	-2.11974e-07
0.99	0.01	1.72	4.90906	0.65642	2.12269e-07	-1.70107e-07
0.99	0.01	1.76	4.8847	0.653163	1.77414e-07	-1.36523e-07
0.99	0.01	1.8	4.86105	0.65	1.48298e-07	-1.09581e-07
0.99	0.01	1.84	4.83806	0.646927	1.23973e-07	-8.79652e-08
0.99	0.01	1.88	4.81573	0.64394	1.03648e-07	-7.06204e-08
0.99	0.01	1.92	4.79401	0.641036	8.66646e-08	-5.67015e-08
0.99	0.01	1.96	4.77289	0.638212	7.2471e-08	-4.55307e-08
0.99	0.01	2	4.75234	0.635464	6.06079e-08	-3.65644e-08
0.99	0.01	2.04	4.73234	0.632791	5.06918e-08	-2.93669e-08
0.99	0.01	2.08	4.71288	0.630188	4.24022e-08	-2.35885e-08
0.99	0.01	2.12	4.69393	0.627654	3.54716e-08	-1.89491e-08
0.99	0.01	2.16	4.67547	0.625186	2.96766e-08	-1.52237e-08
0.99	0.01	2.2	4.65749	0.622781	2.48307e-08	-1.22319e-08
0.99	0.01	2.24	4.63997	0.620438	2.07781e-08	-9.82909e-09
0.99	0.01	2.28	4.62289	0.618155	1.73884e-08	-7.89904e-09
0.99	0.01	2.32	4.60623	0.615928	1.45531e-08	-6.34859e-09
0.99	0.01	2.36	4.58999	0.613756	1.21812e-08	-5.10296e-09
0.99	0.01	2.4	4.57415	0.611638	1.01967e-08	-4.10212e-09
0.99	0.01	2.44	4.5587	0.609571	8.53634e-09	-3.29788e-09
0.99	0.01	2.48	4.54361	0.607555	7.14693e-09	-2.65157e-09
0.99	0.01	2.52	4.52889	0.605586	5.98418e-09	-2.13211e-09
0.99	0.01	2.56	4.51452	0.603664	5.01101e-09	-1.71457e-09
0.99	0.01	2.6	4.50048	0.601787	4.19646e-09	-1.37892e-09
0.99	0.01	2.64	4.48677	0.599953	3.51459e-09	-1.10908e-09
0.99	0.01	2.68	4.47337	0.598162	2.94376e-09	-8.92123e-10
0.99	0.01	2.72	4.46028	0.596412	2.46583e-09	-7.17666e-10
0.99	0.01	2.76	4.44749	0.594701	2.06566e-09	-5.77374e-10
0.99	0.01	2.8	4.43499	0.593029	1.73056e-09	-4.64545e-10
0.99	0.01	2.84	4.42276	0.591394	1.44994e-09	-3.73796e-10
0.99	0.01	2.88	4.4108	0.589796	1.21491e-09	-3.00798e-10
0.99	0.01	2.92	4.39911	0.588232	1.01805e-09	-2.42076e-10
0.99	0.01	2.96	4.38767	0.586702	8.53148e-10	-1.94832e-10
0.99	0.01	3	4.37648	0.585206	7.1501e-10	-1.56821e-10
0.99	0.01	3.04	4.36553	0.583741	5.9928e-10	-1.26235e-10
0.99	0.01	3.08	4.35481	0.582308	5.02317e-10	-1.01622e-10
0.99	0.01	3.12	4.34431	0.580905	4.2107e-10	-8.18142e-11
0.99	0.01	3.16	4.33404	0.579531	3.52988e-10	-6.5872e-11
0.99	0.01	3.2	4.32398	0.578186	2.95934e-10	-5.304e-11
0.99	0.01	3.24	4.31413	0.576869	2.48117e-10	-4.27107e-11
0.99	0.01	3.28	4.30448	0.575578	2.0804e-10	-3.43954e-11
0.99	0.01	3.32	4.29503	0.574314	1.74447e-10	-2.77008e-11
0.99	0.01	3.36	4.28576	0.573076	1.46288e-10	-2.23108e-11
0.99	0.01	3.4	4.27669	0.571862	1.22681e-10	-1.79707e-11
0.99	0.01	3.44	4.26779	0.570673	1.0289e-10	-1.44758e-11
0.99	0.01	3.48	4.25908	0.569507	8.62971e-11	-1.16614e-11
0.99	0.01	3.52	4.25053	0.568364	7.23841e-11	-9.39472e-12
0.99	0.01	3.56	4.24215	0.567244	6.07176e-11	-7.5691e-12
0.99	0.01	3.6	4.23393	0.566145	5.09343e-11	-6.09862e-12
0.99	0.01	3.64	4.22588	0.565068	4.27297e-11	-4.9141e-12
0.99	0.01	3.68	4.21797	0.564011	3.58487e-11	-3.95989e-12
0.99	0.01	3.72	4.21022	0.562974	3.00773e-11	-3.19115e-12
0.99	0.01	3.76	4.20262	0.561958	2.52365e-11	-2.57179e-12
0.99	0.01	3.8	4.19515	0.56096	2.11758e-11	-2.07276e-12
0.99	0.01	3.84	4.18783	0.559981	1.77695e-11	-1.67065e-12
0.99	0.01	3.88	4.18065	0.55902	1.49118e-11	-1.34662e-12
0.99	0.01	3.92	4.1736	0.558077	1.25143e-11	-1.0855e-12
0.99	0.01	3.96	4.16667	0.557152	1.05028e-11	-8.75059e-13
0.99	0.01	4	4.15988	0.556243	8.81504e-12	-7.05452e-13
0.99	0.01	4.04	4.15321	0.555351	7.39885e-12	-5.68747e-13
0.99	0.01	4.08	4.14666	0.554475	6.21046e-12	-4.58557e-13
0.99	0.01	4.12	4.14023	0.553615	5.21319e-12	-3.69733e-13
0.99	0.01	4.16	4.13391	0.55277	4.37625e-12	-2.9813e-13
0.99	0.01	4.2	4.1277	0.551941	3.67385e-12	-2.40405e-13
0.99	0.01	4.24	4.12161	0.551126	3.08431e-12	-1.93866e-13
0.99	0.01	4.28	4.11562	0.550325	2.58949e-12	-1.56343e-13
0.99	0.01	4.32	4.10974	0.549539	2.17415e-12	-1.26089e-13
0.99	0.01	4.36	4.10397	0.548766	1.8255e-12	-1.01694e-13
0.99	0.01	4.4	4.09829	0.548007	1.53282e-12	-8.20226e-14
0.99	0.01	4.44	4.09271	0.547261	1.28712e-12	-6.61592e-14
0.99	0.01	4.48	4.08723	0.546528	1.08085e-12	-5.33661e-14
0.99	0.01	4.52	4.08184	0.545807	9.0767e-13	-4.30486e-14
0.99	0.01	4.56	4.07654	0.545099	7.62268e-13	-3.47274e-14
0.99	0.01	4.6	4.07133	0.544403	6.40182e-13	-2.80157e-14
0.99	0.01	4.64	4.06621	0.543718	5.3767e-13	-2.26021e-14
0.99	0.01	4.68	4.06118	0.543045	4.5159e-13	-1.82354e-14
0.99	0.01	4.72	4.05623	0.542384	3.79305e-13	-1.47129e-14
0.99	0.01	4.76	4.05137	0.541733	3.18602e-13	-1.18713e-14
0.99	0.01	4.8	4.04658	0.541093	2.67623e-13	-9.57883e-15
0.99	0.01	4.84	4.04188	0.540464	2.24809e-13	-7.72939e-15
0.99	0.01	4.88	4.03725	0.539845	1.88851e-13	-6.23726e-15
0.99	0.01	4.92	4.0327	0.539236	1.5865e-13	-5.03336e-15
0.99	0.01	4.96	4.02822	0.538638	1.33283e-13	-4.06199e-15
0.99	0.01	5	4.02381	0.538049	1.11975e-13	-3.27819e-15
0.99	0.01	5.04	4.01948	0.537469	9.40775e-14	-2.64573e-15
0.99	0.01	5.08	4.01522	0.536899	7.90428e-14	-2.13536e-15
0.99	0.01	5.12	4.01102	0.536338	6.6413e-14	-1.7235e-15
0.99	0.01	5.16	4.00689	0.535786	5.5803e-14	-1.39113e-15
0.99	0.01	5.2	4.00283	0.535243	4.68894e-14	-1.12289e-15
0.99	0.01	5.24	3.99883	0.534709	3.94008e-14	-9.06404e-16
0.99	0.01	5.28	3.9949	0.534183	3.31092e-14	-7.31677e-16
0.99	0.01	5.32	3.99103	0.533665	2.78231e-14	-5.90652e-16
0.99	0.01	5.36	3.98722	0.533155	2.33816e-14	-4.76823e-16
0.99	0.01	5.4	3.98347	0.532654	1.96497e-14	-3.84942e-16
0.99	0.01	5.44	3.97978	0.53216	1.65139e-14	-3.10776e-16
0.99	0.01	5.48	3.97614	0.531674	1.38789e-14	-2.50907e-16
0.99	0.01	5.52	3.97256	0.531196	1.16646e-14	-2.02577e-16
0.99	0.01	5.56	3.96904	0.530724	9.80393e-15	-1.63562e-16
0.99	0.01	5.6	3.96557	0.530261	8.24026e-15	-1.32064e-16
0.99	0.01	5.64	3.96215	0.529804	6.92617e-15	-1.06635e-16
0.99	0.01	5.68	3.95879	0.529354	5.82178e-15	-8.61047e-17
0.99	0.01	5.72	3.95548	0.528911	4.89362e-15	-6.9529e-17
0.99	0.01	5.76	3.95222	0.528475	4.11354e-15	-5.61458e-17
0.99	0.01	5.8	3.949	0.528046	3.45789e-15	-4.53398e-17
0.99	0.01	5.84	3.94584	0.527623	2.90682e-15	-3.66146e-17
0.99	0.01	5.88	3.94273	0.527206	2.44363e-15	-2.95692e-17
0.99	0.01	5.92	3.93966	0.526795	2.05429e-15	-2.38801e-17
0.99	0.01	5.96	3.93663	0.526391	1.72703e-15	-1.92861e-17
0.99	0.01	6	3.93365	0.525993	1.45194e-15	-1.55762e-17
0.99	0.01	6.04	3.93072	0.525601	1.22069e-15	-1.25803e-17
0.99	0.01	6.08	3.92783	0.525214	1.0263e-15	-1.01609e-17
0.99	0.01	6.12	3.92498	0.524833	8.62879e-16	-8.20695e-18
0.99	0.01	6.16	3.92218	0.524458	7.25499e-16	-6.62891e-18
0.99	0.01	6.2	3.91941	0.524089	6.10004e-16	-5.35442e-18
0.99	0.01	6.24	3.91669	0.523724	5.12906e-16	-4.32507e-18
0.99	0.01	6.28	3.91401	0.523366	4.31273e-16	-3.49368e-18
0.99	0.01	6.32	3.91136	0.523012	3.6264e-16	-2.82217e-18
0.99	0.01	6.36	3.90875	0.522664	3.04935e-16	-2.27978e-18
0.99	0.01	6.4	3.90619	0.52232	2.56418e-16	-1.84167e-18
0.99	0.01	6.44	3.90366	0.521982	2.15624e-16	-1.48779e-18
0.99	0.01	6.48	3.90116	0.521648	1.81324e-16	-1.20193e-18
0.99	0.01	6.52	3.8987	0.521319	1.52483e-16	-9.71012e-19
0.99	0.01	6.56	3.89628	0.520995	1.28232e-16	-7.84477e-19
0.99	0.01	6.6	3.89389	0.520676	1.0784e-16	-6.33789e-19
0.99	0.01	6.64	3.89154	0.520361	9.06926e-17	-5.12056e-19
0.99	0.01	6.68	3.88922	0.520051	7.6273e-17	-4.13713e-19
0.99	0.01	6.72	3.88693	0.519745	6.41472e-17	-3.34264e-19
0.99	0.01	6.76	3.88467	0.519443	5.39502e-17	-2.70077e-19
0.99	0.01	6.8	3.88245	0.519146	4.53748e-17	-2.1822e-19
0.99	0.01	6.84	3.88026	0.518853	3.81632e-17	-1.76323e-19
0.99	0.01	6.88	3.8781	0.518564	3.20983e-17	-1.42473e-19
0.99	0.01	6.92	3.87597	0.518279	2.69977e-17	-1.15123e-19
0.99	0.01	6.96	3.87386	0.517998	2.2708e-17	-9.30255e-20
0.99	0.01	7	3.87179	0.517721	1.91002e-17	-7.51707e-20
0.99	0.01	7.04	3.86975	0.517448	1.60659e-17	-6.07439e-20
0.99	0.01	7.08	3.86774	0.517179	1.35138e-17	-4.90867e-20
0.99	0.01	7.12	3.86575	0.516913	1.13673e-17	-3.96673e-20
0.99	0.01	7.16	3.86379	0.516651	9.56194e-18	-3.2056e-20
0.99	0.01	7.2	3.86186	0.516393	8.0434e-18	-2.59056e-20
0.99	0.01	7.24	3.85996	0.516138	6.76613e-18	-2.09355e-20
0.99	0.01	7.28	3.85808	0.515887	5.69177e-18	-1.69193e-20
0.99	0.01	7.32	3.85623	0.51564	4.78807e-18	-1.36737e-20
0.99	0.01	7.36	3.8544	0.515395	4.02792e-18	-1.10509e-20
0.99	0.01	7.4	3.8526	0.515154	3.38849e-18	-8.93132e-21
0.99	0.01	7.44	3.85082	0.514917	2.85062e-18	-7.21839e-21
0.99	0.01	7.48	3.84907	0.514682	2.39815e-18	-5.83407e-21
0.99	0.01	7.52	3.84734	0.514451	2.01754e-18	-4.71531e-21
0.99	0.01	7.56	3.84563	0.514223	1.69735e-18	-3.81113e-21
0.99	0.01	7.6	3.84395	0.513998	1.428e-18	-3.08038e-21
0.99	0.01	7.64	3.84229	0.513776	1.20141e-18	-2.48979e-21
0.99	0.01	7.68	3.84066	0.513558	1.01078e-18	-2.01245e-21
0.99	0.01	7.72	3.83904	0.513342	8.50417e-19	-1.62665e-21
0.99	0.01	7.76	3.83745	0.513129	7.15503e-19	-1.31483e-21
0.99	0.01	7.8	3.83588	0.512918	6.01999e-19	-1.0628e-21
0.99	0.01	7.84	3.83433	0.512711	5.06508e-19	-8.59089e-22
0.99	0.01	7.88	3.8328	0.512507	4.26169e-19	-6.94434e-22
0.99	0.01	7.92	3.83129	0.512305	3.58577e-19	-5.61344e-22
0.99	0.01	7.96	3.8298	0.512106	3.01709e-19	-4.53768e-22
0.99	0.01	8	3.82833	0.511909	2.53863e-19	-3.66812e-22
0.99	0.01	8.04	3.82688	0.511715	2.13607e-19	-2.96523e-22
0.99	0.01	8.08	3.82545	0.511524	1.79737e-19	-2.39706e-22
0.99	0.01	8.12	3.82404	0.511336	1.51239e-19	-1.93778e-22
0.99	0.01	8.16	3.82265	0.511149	1.27261e-19	-1.56652e-22
0.99	0.01	8.2	3.82127	0.510966	1.07086e-19	-1.26641e-22
0.99	0.01	8.24	3.81992	0.510784	9.011e-20	-1.0238e-22
0.99	0.01	8.28	3.81858	0.510605	7.58261e-20	-8.27679e-23
0.99	0.01	8.32	3.81726	0.510429	6.38072e-20	-6.69135e-23
0.99	0.01	8.36	3.81595	0.510255	5.36939e-20	-5.40967e-23
0.99	0.01	8.4	3.81467	0.510083	4.5184e-20	-4.37353e-23
0.99	0.01	8.44	3.8134	0.509913	3.80232e-20	-3.53589e-23
0.99	0.01	8.48	3.81215	0.509746	3.19976e-20	-2.85871e-23
0.99	0.01	8.52	3.81091	0.50958	2.69271e-20	-2.31124e-23
0.99	0.01	8.56	3.80969	0.509417	2.26604e-20	-1.86864e-23
0.99	0.01	8.6	3.80849	0.509256	1.90699e-20	-1.51082e-23
0.99	0.01	8.64	3.8073	0.509098	1.60485e-20	-1.22152e-23
0.99	0.01	8.68	3.80613	0.508941	1.35059e-20	-9.87633e-24
0.99	0.01	8.72	3.80497	0.508786	1.13663e-20	-7.98536e-24
0.99	0.01	8.76	3.80383	0.508633	9.56571e-21	-6.45651e-24
0.99	0.01	8.8	3.8027	0.508483	8.05044e-21	-5.22041e-24
0.99	0.01	8.84	3.80159	0.508334	6.77526e-21	-4.22101e-24
0.99	0.01	8.88	3.80049	0.508187	5.70212e-21	-3.41297e-24
0.99	0.01	8.92	3.79941	0.508042	4.79899e-21	-2.75964e-24
0.99	0.01	8.96	3.79834	0.507899	4.03895e-21	-2.23139e-24
0.99	0.01	9	3.79728	0.507758	3.3993e-21	-1.80428e-24
0.99	0.01	9.04	3.79624	0.507618	2.86098e-21	-1.45894e-24
0.99	0.01	9.08	3.79521	0.50748	2.40793e-21	-1.1797e-24
0.99	0.01	9.12	3.79419	0.507345	2.02664e-21	-9.53922e-25
0.99	0.01	9.16	3.79319	0.50721	1.70574e-21	-7.71359e-25
0.99	0.01	9.2	3.7922	0.507078	1.43566e-21	-6.23741e-25
0.99	0.01	9.24	3.79122	0.506947	1.20836e-21	-5.04377e-25
0.99	0.01	9.28	3.79026	0.506818	1.01705e-21	-4.0786e-25
0.99	0.01	9.32	3.7893	0.506691	8.56038e-22	-3.29814e-25
0.99	0.01	9.36	3.78836	0.506565	7.20521e-22	-2.66705e-25
0.99	0.01	9.4	3.78743	0.506441	6.06462e-22	-2.15674e-25
0.99	0.01	9.44	3.78652	0.506318	5.10463e-22	-1.74408e-25
0.99	0.01	9.48	3.78561	0.506197	4.29663e-22	-1.41039e-25
0.99	0.01	9.52	3.78472	0.506078	3.61655e-22	-1.14056e-25
0.99	0.01	9.56	3.78384	0.50596	3.04414e-22	-9.22352e-26
0.99	0.01	9.6	3.78296	0.505843	2.56234e-22	-7.45899e-26
0.99	0.01	9.64	3.7821	0.505728	2.15682e-22	-6.03207e-26
0.99	0.01	9.68	3.78126	0.505615	1.81548e-22	-4.87816e-26
0.99	0.01	9.72	3.78042	0.505503	1.52818e-22	-3.94502e-26
0.99	0.01	9.76	3.77959	0.505392	1.28635e-22	-3.1904e-26
0.99	0.01	9.8	3.77877	0.505283	1.0828e-22	-2.58015e-26
0.99	0.01	9.84	3.77796	0.505175	9.11462e-23	-2.08664e-26
0.99	0.01	9.88	3.77717	0.505068	7.67243e-23	-1.68753e-26
0.99	0.01	9.92	3.77638	0.504963	6.45847e-23	-1.36478e-26
0.99	0.01	9.96	3.7756	0.504859	5.43662e-23	-1.10376e-26
0.99	0.01	10	3.77484	0.504757	4.48721e-23	0

# time step n_t = 28572	t = 1.000020e-02	(dt = 3.500000e-07)
# T/Tc	1-T/Tc	l	K	K/K0	G	dGda
0.99	0.01	0	7.47853	1	0.000127895	-0.00027662
0.99	0.01	0.04	7.44192	0.995105	0.000116924	-0.000259458
0.99	0.01	0.08	7.40315	0.98992	0.000106354	-0.000237879
0.99	0.01	0.12	7.36229	0.984457	9.63183e-05	-0.000216031
0.99	0.01	0.16	7.31944	0.978728	8.6864e-05	-0.000194863
0.99	0.01	0.2	7.27473	0.972749	7.80147e-05	-0.000174688
0.99	0.01	0.24	7.22829	0.966538	6.97817e-05	-0.000155663
0.99	0.01	0.28	7.18026	0.960117	6.21677e-05	-0.000137893
0.99	0.01	0.32	7.13083	0.953507	5.51674e-05	-0.000121441
0.99	0.01	0.36	7.08017	0.946732	4.87682e-05	-0.000106344
0.99	0.01	0.4	7.02845	0.939818	4.29516e-05	-9.26057e-05
0.99	0.01	0.44	6.97589	0.932789	3.76933e-05	-8.02076e-05
0.99	0.01	0.48	6.92266	0.925672	3.29651e-05	-6.91075e-05
0.99	0.01	0.52	6.86896	0.918491	2.87352e-05	-5.92455e-05
0.99	0.01	0.56	6.81496	0.91127	2.49697e-05	-5.05476e-05
0.99	0.01	0.6	6.76085	0.904034	2.16332e-05	-4.29301e-05
0.99	0.01	0.64	6.70677	0.896804	1.86901e-05	-3.6303e-05
0.99	0.01	0.68	6.6529	0.8896	1.61048e-05	-3.05738e-05
0.99	0.01	0.72	6.59936	0.882441	1.38428e-05	-2.565e-05
0.99	0.01	0.76	6.54628	0.875343	1.18711e-05	-2.14418e-05
0.99	0.01	0.8	6.49377	0.868322	1.01584e-05	-1.7864e-05
0.99	0.01	0.84	6.44194	0.861391	8.67542e-06	-1.48368e-05
0.99	0.01	0.88	6.39086	0.854561	7.3953e-06	-1.22869e-05
0.99	0.01	0.92	6.34061	0.847842	6.29335e-06	-1.0148e-05
0.99	0.01	0.96	6.29125	0.841241	5.3472e-06	-8.36074e-06
0.99	0.01	1	6.24282	0.834766	4.53677e-06	-6.87261e-06
0.99	0.01	1.04	6.19537	0.828421	3.8441e-06	-5.63757e-06
0.99	0.01	1.08	6.14893	0.822211	3.25325e-06	-4.61563e-06
0.99	0.01	1.12	6.10351	0.816138	2.7502e-06	-3.77233e-06
0.99	0.01	1.16	6.05914	0.810205	2.32261e-06	-3.07818e-06
0.99	0.01	1.2	6.01581	0.804411	1.95971e-06	-2.50811e-06
0.99	0.01	1.24	5.97354	0.798758	1.65215e-06	-2.0409e-06
0.99	0.01	1.28	5.93231	0.793245	1.39182e-06	-1.65873e-06
0.99	0.01	1.32	5.89212	0.787871	1.17171e-06	-1.34665e-06
0.99	0.01	1.36	5.85295	0.782634	9.85819e-07	-1.09221e-06
0.99	0.01	1.4	5.81481	0.777533	8.28962e-07	-8.85052e-07
